id	character	type	name	held	c_name	ob	lvl	c_arch	c_elem	c_pot	c_mod	customs	caps
wpn_red_xiii_rage_collar	Red XIII	gacha	Rage Collar	TRUE	Blaze Rush++	10	140	phys	fire	750			
wpn_red_xiii_brilliant_collar	Red XIII	limited	Brilliant Collar	TRUE	Brilliant Sault++	10	140	mag	heal	7		spade|diamond	buff type=matkUp tier=3 range=allAllies; buff type=elemDmgUp elem=wind tier=3 range=allAllies when=selfHpGe70; gauge type=limit range=self when=custom:spade; heal range=allAllies
wpn_red_xiii_patissiers_collar	Red XIII	gacha	Patissier's Collar	TRUE	Whisking Claw++	10	140	phys	nonelem	920			debuff type=enfeeble range=allEnemies; buff type=magWeaponBoost range=allAllies when=selfHpGe70 value=35
wpn_red_xiii_headphones	Red XIII	guild	Headphones	TRUE	Wild Howling++	10	140	mag	nonelem	540		diamond	debuff type=removeMdefUp range=allEnemies; buff type=healingBoost range=self mode=passive when=custom:diamond; buff type=elemMastery elem=fire range=allAllies mode=passive when=custom:diamond; set type=allCure
wpn_red_xiii_iron_collar	Red XIII	event	Iron Collar	TRUE	Spiral Swing++	10	140	mag	nonelem	360			debuff type=pdefDown tier=2
wpn_red_xiii_hell_house_collar	Red XIII	event	Hell House Collar	TRUE	Manara Breach Surge++	10	140	mag	nonelem	360			debuff type=mdefDown tier=2
wpn_red_xiii_flame_dragons_band	Red XIII	event	Flame Dragon's Band	TRUE	Defira Surge++	10	140	mag	nonelem	360			debuff type=elemResistDown elem=fire tier=2
wpn_red_xiii_egg_collar	Red XIII	event	Egg Collar	TRUE	Fira Surge A++	10	140	mag	fire	290			
wpn_red_xiii_amethyst_collar	Red XIII	event	Amethyst Collar	TRUE	Blizzara Surge A++	10	140	mag	ice	290			
wpn_red_xiii_steward_collar	Red XIII	event	Steward Collar	TRUE	Debravera Surge++	10	140	mag	nonelem	360			debuff type=patkDown tier=2
wpn_red_xiii_kefkas_collar	Red XIII	event	Kefka's Collar	TRUE	Thundara Surge A++	10	140	mag	lightning	290			
wpn_red_xiii_great_sabrecat_collar	Red XIII	event	Great Sabrecat Collar	TRUE	Wild Lightning++	10	140	mag	lightning	440			debuff type=pdefDown tier=2 range=allEnemies; debuff type=mdefDown tier=2 range=allEnemies
wpn_red_xiii_pirate_collar	Red XIII	gacha	Pirate Collar	TRUE	Energy Wave++	10	140	mag	heal	59			buff type=matkUp tier=3 range=allAllies; buff type=elemDmgUp elem=lightning tier=3 range=allAllies when=selfHpGe70; gauge type=atb range=allyExcludingSelf when=selfHpLe90; heal range=allAllies
wpn_red_xiii_tsviet_collar	Red XIII	event	Tsviet Collar	TRUE	Deaerora Surge A++	10	140	mag	nonelem	240			debuff type=elemResistDown elem=wind tier=2 range=allEnemies
wpn_yuffie_arctic_star	Yuffie	gacha	Arctic Star	TRUE	Feisty Spirit++	10	140	mag	heal	13			buff type=patkUp tier=3 range=singleAlly; buff type=patkUp tier=3 range=self; heal range=singleAlly
wpn_yuffie_4_point_shuriken	Yuffie	gacha	4-Point Shuriken	TRUE	Shuriken Throw++	10	140	phys	nonelem	350			debuff type=patkDown tier=2 range=allEnemies
wpn_yuffie_pinwheel	Yuffie	gacha	Pinwheel	TRUE	Sweeping Spin++	10	140	phys	nonelem	510			debuff type=elemResistDown elem=ice tier=3
wpn_yuffie_boomerang	Yuffie	gacha	Boomerang	TRUE	Flurry of Steel++	10	140	phys	nonelem	510			debuff type=elemResistDown elem=fire tier=3
wpn_yuffie_twin_viper	Yuffie	gacha	Twin Viper	TRUE	Venomstrike++	10	140	phys	nonelem	510			debuff status=poison
wpn_yuffie_razor_ring	Yuffie	gacha	Razor Ring	TRUE	Quaga A++	10	140	mag	earth	520			
wpn_yuffie_magic_shuriken	Yuffie	gacha	Magic Shuriken	TRUE	Wind Ninjutsu++	10	140	phys	wind	520			
wpn_yuffie_striped_moogle_float	Yuffie	gacha	Striped Moogle Float	TRUE	Explosion++	10	140	phys	fire	700			buff type=elemDmgUp elem=fire tier=3 range=self when=selfHpGe50
wpn_yuffie_wind_slash	Yuffie	gacha	Wind Slash	TRUE	Nimble Wind Slash++	10	140	phys	nonelem	510			debuff type=elemResistDown elem=lightning tier=3
wpn_yuffie_crystal_cross	Yuffie	gacha	Crystal Cross	TRUE	Stalwart Faith++	10	140	mag	heal	13			buff type=matkUp tier=3 range=singleAlly; buff type=regen range=singleAlly; heal range=singleAlly
wpn_yuffie_diner_tray	Yuffie	gacha	Diner Tray	TRUE	Twister++	10	140	phys	wind	850			
wpn_yuffie_little_red_wreath	Yuffie	gacha	Little Red Wreath	TRUE	Icebound++	10	140	mag	ice	940	mult=1.2 when=targetHasDebuff		
wpn_yuffie_spiral_shuriken	Yuffie	gacha	Spiral Shuriken	TRUE	Ice Ninjutsu++	10	140	phys	ice	800			
wpn_yuffie_hawkeye	Yuffie	gacha	Hawkeye	TRUE	Earth Ninjutsu++	10	140	phys	earth	850	mult=1.2 when=selfHpGe70	spade|diamond	debuff type=pdefDown tier=3 when=selfHpGe70 when=custom:spade; buff type=elemInterruptUp elem=earth range=allAllies mode=passive when=custom:diamond
wpn_yuffie_holiday_bell	Yuffie	gacha	Holiday Bell	TRUE	Song of Wind++	10	140	mag	wind	620			debuff type=elemResistDown elem=wind tier=3; debuff type=mdefDown tier=3
wpn_yuffie_watch_of_the_hunt	Yuffie	gacha	Watch of the Hunt	TRUE	Lightning Ninjutsu++	10	140	mag	lightning	540			debuff type=patkDown tier=3 range=allEnemies; buff type=pdefUp tier=3 range=allAllies when=selfHpGe70
wpn_yuffie_rockers_guitar	Yuffie	gacha	Rocker's Guitar	TRUE	Freezing Riff++	10	140	mag	ice	600			buff type=exploitWeakness range=allAllies when=selfHpGe50 value=30; gauge type=command range=self
wpn_yuffie_winged_chakram	Yuffie	gacha	Winged Chakram	TRUE	Rumbling Thunder Slash++	10	140	phys	lightning	1340			debuff type=pdefDown tier=3; buff type=elemDmgUp elem=lightning tier=3 range=allAllies when=selfHasBuff; gauge type=atb range=allAllies when=firstUse
wpn_yuffie_bamboo_ring	Yuffie	guild	Bamboo Ring	TRUE	Baddies Begone++	10	140	phys	nonelem	500		diamond	
wpn_yuffie_chariot_wheel	Yuffie	event	Chariot Wheel	TRUE	Watera Surge A++	10	140	mag	water	290			
wpn_yuffie_leviathan_cutter	Yuffie	event	Leviathan Cutter	TRUE	Watera Surge++	10	140	mag	water	450			
wpn_yuffie_cactuar_fan	Yuffie	event	Cactuar Fan	TRUE	Blizzara Surge A++	10	140	mag	ice	290			
wpn_yuffie_bahamut_cutter	Yuffie	limited	Bahamut Cutter	TRUE	Razor Wings++	10	140	phys	nonelem	1080	mult=1.3 when=targetHasDebuff		buff type=mdefUp tier=3 range=allAllies
wpn_yuffie_mallet_of_luck	Yuffie	event	Mallet of Luck	TRUE	Defira Surge A++	10	140	mag	nonelem	250			debuff type=elemResistDown elem=fire tier=2 range=allEnemies
wpn_yuffie_bird_of_prey	Yuffie	crossover	Bird of Prey	TRUE	Raging Torrent++	10	140	phys	water	940			buff type=exploitWeakness range=self
wpn_yuffie_risanautr	Yuffie	event	Risanautr	TRUE	Dequakera Surge++	10	140	mag	nonelem	360			debuff type=elemResistDown elem=earth tier=2
wpn_yuffie_striped_moogle_flag	Yuffie	event	Striped Moogle Flag	TRUE	Defaithra Surge++	10	140	mag	nonelem	360			debuff type=matkDown tier=2
wpn_yuffie_uber_4_point_shuriken	Yuffie	limited	Uber 4-Point Shuriken	TRUE	Great Sandstorm++	10	140	mag	earth	1340			buff type=elemDmgBonus elem=earth range=allAllies value=30
wpn_yuffie_fatum_ex_machina	Yuffie	crossover	Fatum Ex Machina	TRUE	Circling Doom++	10	140	phys	nonelem	1340			debuff type=enfeeble; debuff type=patkDown tier=3; debuff type=elemResistDown elem=earth tier=3 when=selfHpGe70
wpn_yuffie_heirloom_brush	Yuffie	limited	Heirloom Brush	TRUE	Calligraphy: Dawn++	10	140	mag	nonelem	1340			buff type=physAtbConservation range=self; buff type=magAtbConservation range=self; amp target=buff tier=1 maxTier=4 range=allAllies
wpn_cait_blue_megaphone	Cait	gacha	Blue Megaphone	TRUE	Blizzaga A++	10	140	mag	ice	520			
wpn_cait_battle_trumpet	Cait	gacha	Battle Trumpet	TRUE	Battle Drum++	10	140	phys	nonelem	350		spade|diamond	debuff type=matkDown tier=2 range=allEnemies; buff type=mdefUp tier=3 range=allAllies when=custom:spade&selfHpGe50; buff type=summonDmgUp range=allAllies mode=passive when=custom:diamond
wpn_cait_green_megaphone	Cait	gacha	Green Megaphone	TRUE	Bloomin' Spray++	10	140	mag	water	620			debuff type=elemResistDown elem=water tier=3 when=selfHpGe50
wpn_cait_marching_horn	Cait	gacha	Marching Horn	TRUE	Stalwart Bravery++	10	140	mag	heal	13			buff type=patkUp tier=3; buff type=regen; heal range=singleAlly
wpn_cait_silver_megaphone	Cait	gacha	Silver Megaphone	TRUE	Spinning Punch++	10	140	phys	nonelem	510			debuff type=pdefDown tier=1
wpn_cait_yellow_megaphone	Cait	gacha	Yellow Megaphone	TRUE	Sonic Meow++	10	140	phys	nonelem	700			
wpn_cait_gold_megaphone	Cait	gacha	Gold Megaphone	TRUE	Fat Cat Attack++	10	140	phys	nonelem	510			debuff type=elemResistDown elem=fire tier=3
wpn_cait_flower_vase	Cait	gacha	Flower Vase	TRUE	Hang in There++	10	140	mag	heal	13			buff type=matkUp tier=3; buff type=regen; buff type=haste; heal range=singleAlly
wpn_cait_witchs_broom	Cait	gacha	Witch's Broom	TRUE	Tumbling Tackle++	10	140	phys	nonelem	420			debuff type=mdefDown tier=2; debuff type=elemResistDown elem=lightning tier=3 when=selfHpGe50
wpn_cait_red_megaphone	Cait	gacha	Red Megaphone	TRUE	Firaga A++	10	140	mag	fire	520			
wpn_cait_crystal_megaphone	Cait	gacha	Crystal Megaphone	TRUE	Instant Barrier++	10	140	mag	heal	13			buff type=pdefUp tier=3; buff type=regen; heal range=singleAlly
wpn_cait_nocturne_horn	Cait	gacha	Nocturne Horn	TRUE	Meow Meow Typhoon++	10	140	mag	wind	780			debuff type=elemResistDown elem=wind tier=3 range=allEnemies; debuff type=mdefDown tier=3 range=allEnemies
wpn_cait_trumpet_shell	Cait	guild	Trumpet Shell	TRUE	Shellmanship++	10	140	mag	heal	7		diamond	buff type=patkUp tier=2 range=allAllies; buff type=matkUp tier=2 range=allAllies; buff type=elemMastery elem=fire range=allAllies mode=passive when=custom:diamond; heal range=allAllies
wpn_cait_humus_megaphone	Cait	event	Humus Megaphone	TRUE	Aerora Surge A++	10	140	mag	wind	290			
wpn_cait_catsmegaphone	Cait	event	Catsmegaphone	TRUE	Solid Bravery++	10	140	mag	heal	13			buff type=patkUp tier=1; buff type=regen; heal range=singleAlly
wpn_cait_fireworks_megaphone	Cait	event	Fireworks Megaphone	TRUE	Blizzara Surge A++	10	140	mag	ice	290			
wpn_cait_quina_megaphone	Cait	crossover	Quina Megaphone	TRUE	Comforting Cuisine++	10	140		heal	7			buff type=patkUp tier=3 range=allAllies; buff type=pdefUp tier=3 range=allAllies when=selfHpGe70; heal range=allAllies
wpn_cait_alba_megaphone	Cait	event	Alba Megaphone	TRUE	Ruinra Impact A++	10	140	phys	nonelem	390			
wpn_cait_icebolt_megaphone	Cait	event	Icebolt Megaphone	TRUE	Deblizzara & Dethundara Surge++	10	140	mag	nonelem	340			debuff type=elemResistDown elem=ice tier=2; debuff type=elemResistDown elem=lightning tier=2
wpn_cait_stilva_megaphone	Cait	event	Stilva Megaphone	TRUE	Deblizzara Surge A++	10	140	mag	nonelem	250			debuff type=elemResistDown elem=ice tier=1 range=allEnemies
wpn_cait_spirit_demon_megaphone	Cait	event	Spirit Demon Megaphone	TRUE	Debravera Surge A++	10	140	mag	nonelem	250			debuff type=patkDown tier=1 range=allEnemies
wpn_cait_cool_cats_megaphone	Cait	limited	Cool Cat's Megaphone	TRUE	Maiming Upper Cut++	10	140	phys	lightning	710			debuff type=enfeeble; buff type=patkUp tier=3 range=allAllies when=selfHpGe50
wpn_cait_sable_megaphone	Cait	event	Sable Megaphone	TRUE	Quakera Surge A++	10	140	mag	earth	290			
wpn_vincent_t03_model_n	Vincent	gacha	T03 Model N	TRUE	Quick Draw++	10	140	phys	nonelem	300	mult=3 when=selfHpLe30		gauge type=limit range=self
wpn_vincent_s1976c	Vincent	gacha	S1976C	TRUE	Spellgun Shower++	10	140	mag	nonelem	540			debuff type=patkDown tier=3 range=allEnemies; debuff type=matkDown tier=3 range=allEnemies; gauge type=limit range=self
wpn_vincent_shortbarrel	Vincent	gacha	Shortbarrel	TRUE	Stormround++	10	140	phys	wind	400	mult=3 when=selfHpEq100	spade|diamond	gauge type=limit range=self; debuff type=elemDmgDown elem=earth tier=3 when=custom:spade; amp target=buff tier=1 range=allAllies maxTier=4 when=custom:spade; buff type=elemInterruptUp elem=wind range=allAllies mode=passive when=custom:diamond
wpn_vincent_double_stem_e	Vincent	gacha	Double Stem E	TRUE	Poison Sphere++	10	140	mag	nonelem	520			gauge type=limit range=self; debuff status=poison range=allEnemies when=selfHpLe30
wpn_vincent_chiron	Vincent	gacha	Chiron	TRUE	Sageshot++	10	140	phys	nonelem	510			debuff type=elemResistDown elem=earth tier=3 when=selfHpGe50; gauge type=limit range=self
wpn_vincent_cath_palug	Vincent	gacha	Cath Palug	TRUE	Blizzaga A++	10	140	mag	ice	520			
wpn_vincent_quicksilver	Vincent	gacha	Quicksilver	TRUE	Spinning Pentashot++	10	140	phys	nonelem	750	mult=1.5 when=selfHpLe30		gauge type=limit range=self
wpn_vincent_gilded_age	Vincent	gacha	Gilded Age	TRUE	Gilded Spirit++	10	140	mag	heal	13			gauge type=limit range=self; buff type=regen range=self; heal range=self
wpn_vincent_hugin_munin	Vincent	gacha	Hugin & Munin	TRUE	Pentaburst Shot++	10	140	mag	nonelem	1300			gauge type=limit range=self
wpn_vincent_crow_familiar	Vincent	gacha	Crow Familiar	TRUE	Shadow Swoop++	10	140	mag	lightning	940	mult=1.2 when=selfHasBuff		gauge type=limit range=self
wpn_vincent_kugelblitz	Vincent	gacha	Kugelblitz	TRUE	Lightblast++	10	140	mag	nonelem	750			debuff type=mdefDown tier=3 range=allEnemies; buff type=elemDmgUp elem=earth tier=3 range=self when=selfHpGe70; gauge type=limit range=self
wpn_vincent_holiday_garm	Vincent	gacha	Holiday Garm	TRUE	Hellhound Shot++	10	140	phys	fire	940	mult=1.2 when=targetHasDebuff		gauge type=limit range=self
wpn_vincent_sawed_off_gs	Vincent	gacha	Sawed-Off GS	TRUE	Wardshot++	10	140	mag	heal	15			buff type=matkUp tier=3 range=self; buff type=mdefUp tier=3 range=self; gauge type=limit range=self; heal range=self
wpn_vincent_galian_roar	Vincent	gacha	Galian Roar	TRUE	Chaos Claw++	10	140	mag	nonelem	800			debuff type=enfeeble; debuff type=mdefDown tier=3; buff type=matkUp tier=3 range=allAllies when=selfHpGe70
wpn_vincent_transgressor	Vincent	gacha	Transgressor	TRUE	Turbulent Dharma++	10	140	phys	wind	1340			buff type=physWeaponBoost range=self value=30; buff type=exploitWeakness range=self when=selfHpGe70 value=30
wpn_vincent_silver_rifle	Vincent	guild	Silver Rifle	TRUE	Gunspinner Shot++	10	140	phys	nonelem	700	mult=1.5 when=targetHasDebuff	diamond	gauge type=limit range=self; buff type=elemMastery elem=lightning range=allAllies mode=passive when=custom:diamond
wpn_vincent_white_dog	Vincent	limited	White Dog	TRUE	Sludge Shot++	10	140	mag	earth	940	mult=1.2 when=targetHasDebuff		gauge type=limit range=self
wpn_vincent_icebolt_shooter	Vincent	event	Icebolt Shooter	TRUE	Deblizzara & Dethundara Surge++	10	140	mag	nonelem	340			debuff type=elemResistDown elem=ice tier=2; debuff type=elemResistDown elem=lightning tier=2
wpn_vincent_rhad_gun	Vincent	event	Rhad Gun	TRUE	Solid Bravery++	10	140	mag	heal	13			buff type=patkUp tier=1 range=singleAlly; buff type=regen range=singleAlly; heal range=singleAlly
wpn_vincent_eligor_gun	Vincent	event	Eligor Gun	TRUE	Blizzara Surge A++	10	140	mag	ice	290			
wpn_vincent_gun_of_the_worthy	Vincent	limited	Gun of the Worthy	TRUE	Frozen Strike++	10	140	phys	ice	1120			gauge type=limit range=self; debuff type=elemWeakness elem=ice when=firstUse value=50
wpn_vincent_noblesse_automatic	Vincent	event	Noblesse Automatic	TRUE	Debravera Surge++	10	140	mag	nonelem	360			debuff type=patkDown tier=1
wpn_vincent_electro_peashooter	Vincent	event	Electro Peashooter	TRUE	Thundara Surge A++	10	140	mag	lightning	290			
wpn_vincent_merciless_white	Vincent	event	Merciless White	TRUE	Deaerora Surge A++	10	140	mag	nonelem	240			debuff type=elemResistDown elem=wind tier=1 range=allEnemies
wpn_cid_scimitar	Cid	gacha	Scimitar	TRUE	Dragon's Spirit++	10	140	mag	heal	13			buff type=patkUp tier=3 range=singleAlly; buff type=matkUp tier=3 range=singleAlly; buff type=elemDmgUp elem=ice tier=3 range=singleAlly; heal range=singleAlly
wpn_cid_pole_axe	Cid	gacha	Pole Axe	TRUE	Sharp Sonic++	10	140	phys	nonelem	540			debuff type=patkDown tier=3 range=allEnemies; debuff type=matkDown tier=3 range=allEnemies
wpn_cid_partisan	Cid	gacha	Partisan	TRUE	Aeroga A++	10	140	mag	wind	520			
wpn_cid_spear	Cid	gacha	Spear	TRUE	Quadspike++	10	140	phys	nonelem	750			debuff status=stop when=firstUse
wpn_cid_trident	Cid	gacha	Trident	TRUE	Rising Harpoon++	10	140	phys	nonelem	620			debuff status=poison when=selfHpGe70; debuff status=stop when=firstUse
wpn_cid_dragoon_lance	Cid	gacha	Dragoon Lance	TRUE		10	140	mag	lightning	670	mult=1.2 when=selfHasBuff		debuff type=elemResistDown elem=lightning tier=3 range=allEnemies
wpn_cid_viper_halberd	Cid	gacha	Viper Halberd	TRUE	Imposing Stance++	10	140	mag	heal	15			buff type=pdefUp tier=3 range=self; buff type=mdefUp tier=3 range=self; heal range=self
wpn_cid_radiant_lance	Cid	gacha	Radiant Lance	TRUE	Flying Spiral++	10	140	phys	nonelem	750			gauge type=command
wpn_cid_slash_lance	Cid	gacha	Slash Lance	TRUE	Thunder Slam++	10	140	phys	nonelem	540			buff type=pdefUp tier=3 range=allAllies
wpn_cid_flayer	Cid	gacha	Flayer	TRUE	Heavy Swing++	10	140	phys	nonelem	420			debuff status=stop range=singleEnemy when=firstUse
wpn_cid_antler_pike	Cid	gacha	Antler Pike	TRUE	Holiday Spark++	10	140	phys	lightning	920			buff type=elemDmgBonus elem=lightning range=allAllies value=30; gauge type=atb range=allAllies when=firstUse
wpn_cid_patissiers_spear	Cid	gacha	Patissier's Spear	TRUE	Icicle Candy++	10	140	phys	ice	920			debuff type=patkDown tier=3 range=singleEnemy; buff type=elemDmgBonus elem=ice range=allAllies when=selfHpGe70 value=30
wpn_cid_grinding_gear	Cid	gacha	Grinding Gear	TRUE	Orbital Slice++	10	140	phys	earth	780			buff type=elemDmgUp elem=earth tier=3 range=allAllies; debuff type=enfeeble range=allEnemies when=selfHpGe50
wpn_cid_mop	Cid	guild	Mop	TRUE	Cleaning Mop++	10	140	phys	nonelem	540			debuff status=stop range=allEnemies when=firstUse
wpn_cid_rocket_lance	Cid	limited	Rocket Lance	TRUE	Cosmic Burst++	10	140	mag	nonelem	620			debuff type=enfeeble range=singleEnemy; debuff type=elemResistDown elem=ice tier=3 range=singleEnemy
wpn_cid_odin_spear	Cid	event	Odin Spear	TRUE	Aerora Surge++	10	140	mag	wind	450			
wpn_cid_lance_of_the_hunt	Cid	event	Lance of the Hunt	TRUE	Blizzara Surge A++	10	140	mag	ice	290			
wpn_cid_captain_s_spear	Cid	event	Captain's Spear	TRUE	Armora Breach Surge++	10	140	mag	nonelem	360			debuff type=pdefDown tier=2 range=singleEnemy
wpn_cid_festive_spear	Cid	event	Festive Spear	TRUE	Thundara Surge A++	10	140	mag	lightning	290			
wpn_zack_black_whiskers	Zack	gacha	Black Whiskers	TRUE	Swirl Drop++	10	140	phys	nonelem	540			debuff type=pdefDown tier=2 range=singleEnemy; debuff type=elemResistDown elem=water tier=3 range=singleEnemy
wpn_zack_falchion	Zack	gacha	Falchion	TRUE	Gale Blast++	10	140	phys	wind	520			
wpn_zack_type99_longsword	Zack	gacha	Type-99 Longsword	TRUE	Rapid Slash++	10	140	phys	nonelem	750			
wpn_zack_cutlass	Zack	gacha	Cutlass	TRUE	Destructive Swipe++	10	140	phys	nonelem	510			debuff type=pdefDown tier=3 range=singleEnemy
wpn_zack_arc_sword	Zack	gacha	Arc Sword	TRUE	Homing Blast++	10	140	mag	nonelem	510			debuff type=mdefDown tier=3 range=singleEnemy
wpn_zack_crystal_sword_z	Zack	gacha	Crystal Sword (Z)	TRUE	Firaga A++	10	140	mag	fire	520			
wpn_zack_pressure_ridge	Zack	gacha	Pressure Ridge	TRUE		10	140	phys	ice	620			debuff type=elemResistDown elem=ice tier=3 range=singleEnemy when=selfHpGe50
wpn_zack_enhanced_sword_z	Zack	gacha	Enhanced Sword (Z)	TRUE	Healing Vortex++	10	140	mag	heal	141			heal range=singleAlly
wpn_zack_ceremonial_sword_z	Zack	gacha	Ceremonial Sword (Z)	TRUE		10	140	phys	nonelem	1400			buff type=patkUp tier=3 range=self
wpn_zack_zweihander	Zack	gacha	Zweihander	TRUE	Slashing Thrust++	10	140	phys	nonelem	940			
wpn_zack_defender	Zack	gacha	Defender	TRUE	Spirit Burst++	10	140	mag	heal	13			buff type=pdefUp tier=3 range=singleAlly; buff type=regen range=singleAlly; heal range=singleAlly
wpn_zack_twinkling_star	Zack	gacha	Twinkling Star	TRUE	Dual Onslaught++	10	140	phys	nonelem	540			debuff type=matkDown tier=3 range=singleEnemy; debuff type=pdefDown tier=3 range=singleEnemy when=selfHpGe50; set type=allCure
wpn_zack_surfer_blade	Zack	gacha	Surfer Blade	TRUE		10	140	phys	nonelem	740			debuff type=pdefDown tier=3 range=allEnemies; buff type=patkUp tier=3 range=allAllies when=selfHpGe70
wpn_zack_sword_of_the_hunt	Zack	gacha	Sword of the Hunt	TRUE		10	140	mag	ice	800			buff type=exploitWeakness range=self when=selfHpGe50 value=35
wpn_zack_battering_sword	Zack	gacha	Battering Sword	TRUE	X-Gale++	10	140	mag	wind	1340			buff type=elemDmgBonus elem=wind range=allAllies value=30
wpn_zack_gelid_sword	Zack	gacha	Gelid Sword	TRUE		10	140	phys	ice	900			
wpn_zack_beach_parasol	Zack	event	Beach Parasol	TRUE	Magic Ray++	10	140	mag	nonelem	560			
wpn_zack_bouquet	Zack	guild	Bouquet	TRUE	Floral Flourish++	10	140	phys	nonelem	400	mult=3 when=selfHpEq100		
wpn_zack_ifrit_s_sword	Zack	event	Ifrit's Sword	TRUE	Fira Surge++	10	140	mag	fire	450			
wpn_zack_iron_greatsword	Zack	event	Iron Greatsword	TRUE		10	140	mag	nonelem	360			debuff type=pdefDown tier=2 range=singleEnemy
wpn_zack_stream_guard	Zack	limited	Stream Guard	TRUE	Igniting Stream++	10	140	mag	fire	1020			debuff type=mdefDown tier=3 range=singleEnemy; buff type=matkUp tier=3 range=allAllies
wpn_zack_carrot_sword	Zack	event	Carrot Sword	TRUE	Fira Surge A++	10	140	mag	fire	290			
wpn_zack_zinogre_blade	Zack	crossover	Zinogre Blade	TRUE	Lightning Edge++	10	140	phys	lightning	940	mult=1.2 when=selfHpGe70		
wpn_zack_beatrix_sword	Zack	crossover	Beatrix Sword	TRUE	Gale Slash++	10	140	phys	wind	1128			
wpn_zack_alba_blade	Zack	event	Alba Blade	TRUE	Ruinra Impact A++	10	140	phys	nonelem	390			
wpn_zack_buster_sword_origin	Zack	gacha	Buster Sword Origin	TRUE	High Braver++	10	140	phys	nonelem	860			
wpn_zack_white_tree	Zack	event	White Tree	TRUE	Aerora Surge A++	10	140	mag	wind	290			
wpn_zack_zenithian_sword	Zack	crossover	Zenithian Sword	TRUE	Big Banga Slash++	10	140	phys	fire	1120			debuff type=elemWeakness elem=fire range=singleEnemy; buff type=mdefUp tier=3 range=allAllies
wpn_zack_magatsuchi_blade	Zack	event	Magatsuchi Blade	TRUE	Defaithra Surge++	10	140	mag	nonelem	360			debuff type=matkDown tier=2 range=singleEnemy
wpn_zack_rousing_arc_sword	Zack	event	Rousing Arc Sword	TRUE	Shocksault++	10	140	phys	lightning	1080	mult=1.2 when=selfHpGe70		
wpn_zack_virtuous_contract	Zack	event	Virtuous Contract	TRUE	Dequakera Surge A++	10	140	mag	nonelem	250			debuff type=elemResistDown elem=earth tier=2 range=allEnemies
wpn_zack_festive_sword	Zack	limited	Festive Sword	TRUE	Planet's Lightwave++	10	140	mag	nonelem	1340			buff type=exploitWeakness range=allAllies value=40; buff type=enliven range=allAllies
wpn_sephiroth_edged_wings	Sephiroth	gacha	Edged Wings	TRUE	Aerial Frostblade++	10	140	mag	ice	800			
wpn_sephiroth_radiant_edge	Sephiroth	gacha	Radiant Edge	TRUE	Iai++	10	140	phys	nonelem	540			debuff type=pdefDown tier=2 range=singleEnemy; debuff type=elemResistDown elem=fire tier=3 range=singleEnemy when=selfHpGe50
wpn_sephiroth_dark_heavens	Sephiroth	gacha	Dark Heavens	TRUE	Gale Strike++	10	140	phys	wind	800			
wpn_sephiroth_aonibi	Sephiroth	gacha	Aonibi	TRUE	Frenzied Stance++	10	140	mag	heal	15			buff type=matkUp tier=3 range=self; buff type=regen range=self; heal range=self
wpn_sephiroth_shinra_blade_model_i	Sephiroth	gacha	Shinra Blade: Model I	TRUE	Shock Blast++	10	140	mag	nonelem	940			
wpn_sephiroth_nameless	Sephiroth	gacha	Nameless	TRUE	Telluric Fury++	10	140	phys	nonelem	240			debuff type=mdefDown tier=2 range=singleEnemy
wpn_sephiroth_prototype_crimson_blade	Sephiroth	gacha	Prototype Crimson Blade	TRUE	Firaga A++	10	140	mag	fire	520			
wpn_sephiroth_glaireid	Sephiroth	gacha	Glaireid	TRUE	Sweeping Slash++	10	140	phys	nonelem	650			
wpn_sephiroth_tempest	Sephiroth	gacha	Tempest	TRUE		10	140	phys	water	700			debuff type=elemResistDown elem=water tier=3 range=singleEnemy when=selfHpGe50
wpn_sephiroth_blue_bramble	Sephiroth	gacha	Blue Bramble	TRUE		10	140	mag	earth	700			debuff type=elemResistDown elem=earth tier=3 range=singleEnemy when=selfHpGe50
wpn_sephiroth_mythril_type0_katana	Sephiroth	gacha	Mythril Type-0 Katana	TRUE	Steadfast Stance++	10	140	phys	heal	15			buff type=pdefUp tier=3 range=self; buff type=regen range=self; heal range=self
wpn_sephiroth_northern_lights	Sephiroth	gacha	Northern Lights	TRUE	Radiant Aurora++	10	140	phys	nonelem	510			debuff type=patkDown tier=3 range=singleEnemy
wpn_sephiroth_cc_alloy_sword	Sephiroth	gacha	CC Alloy Sword	TRUE	Thundaga A++	10	140	mag	lightning	520			
wpn_sephiroth_shinra_military_sword	Sephiroth	gacha	Shinra Military Sword	TRUE		10	140	phys	nonelem	420			buff type=patkUp tier=2 range=self; buff type=elemDmgUp elem=wind tier=3 range=self when=selfHpGe50
wpn_sephiroth_withering_blaze	Sephiroth	gacha	Withering Blaze	TRUE		10	140	mag	fire	700	mult=1.2 when=selfHasBuff		debuff type=elemResistDown elem=fire tier=3 range=singleEnemy when=selfHpGe50
wpn_sephiroth_serrated_remiges	Sephiroth	gacha	Serrated Remiges	TRUE		10	140	mag	wind	1120			debuff type=enfeeble range=singleEnemy when=selfHpGe50
wpn_sephiroth_immaculate_blade	Sephiroth	gacha	Immaculate Blade	TRUE	Sunder Earth++	10	140	phys	earth	900			debuff type=elemResistDown elem=earth tier=3 range=allEnemies
